filename,basename,sample,condition,rep_old,rep_new,sample_new,total_reads,total_aligned_reads,bc_not_found,perc_bc_not_found,chimera_reads,perc_chimera_reads,unspliced_counter,minor_splice_counter,perfect_middle_exon,everything_passed_with_middle_exon
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp10-rep1_S58_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp10-rep1_S58_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp10-rep1_S58,splicelib_hek_dox_rbp10,rep1,rep1,splicelib_hek_dox_rbp10-rep1,47891980,43872699,1618398,0.0337926725936159,4501812,0.183923807749513,741477,1091134,19119570,19974693
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp10-rep2_S59_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp10-rep2_S59_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp10-rep2_S59,splicelib_hek_dox_rbp10,rep2,rep2,splicelib_hek_dox_rbp10-rep2,41824514,38302618,1415041,0.0338328139329963,3883309,0.183883912048831,648980,952906,16493446,17234955
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp10-rep3_S60_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp10-rep3_S60_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp10-rep3_S60,splicelib_hek_dox_rbp10,rep3,rep3,splicelib_hek_dox_rbp10-rep3,32186354,29430709,1088563,0.0338206371557338,2976509,0.183571744604092,509386,716422,12668852,13237909
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp11-rep1_S64_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp11-rep1_S64_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp11-rep1_S64,splicelib_hek_dox_rbp11,rep1,rep1,splicelib_hek_dox_rbp11-rep1,44873144,41166243,1515832,0.0337803832064898,4249062,0.185158747233063,664647,1037896,17887925,18699149
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp11-rep2_S65_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp11-rep2_S65_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp11-rep2_S65,splicelib_hek_dox_rbp11,rep2,rep2,splicelib_hek_dox_rbp11-rep2,34929998,31976150,1181445,0.0338232198009287,3280753,0.183900298242485,536644,821020,13930496,14559093
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp11-rep3_S66_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp11-rep3_S66_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp11-rep3_S66,splicelib_hek_dox_rbp11,rep3,rep3,splicelib_hek_dox_rbp11-rep3,40190484,36754472,1359562,0.0338279578817712,3754906,0.185951039821657,544676,1016200,15717201,16438076
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp12-rep1_S70_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp12-rep1_S70_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp12-rep1_S70,splicelib_hek_dox_rbp12,rep1,rep1,splicelib_hek_dox_rbp12-rep1,46610648,42702587,1573230,0.0337525880352489,4459848,0.187745801201993,593462,1100064,18448548,19294867
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp12-rep2_S71_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp12-rep2_S71_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp12-rep2_S71,splicelib_hek_dox_rbp12,rep2,rep2,splicelib_hek_dox_rbp12-rep2,51501821,47101935,1735207,0.0336921484776237,5027318,0.188462392603475,1030303,1345972,20691133,21648126
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp12-rep3_S72_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp12-rep3_S72_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp12-rep3_S72,splicelib_hek_dox_rbp12,rep3,rep3,splicelib_hek_dox_rbp12-rep3,39890365,36510483,1347760,0.0337866048605973,3724174,0.183801252810562,529536,956795,15813175,16537788
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp2-rep1_S10_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp2-rep1_S10_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp2-rep1_S10,splicelib_hek_dox_rbp2,rep1,rep1,splicelib_hek_dox_rbp2-rep1,47314389,42902955,1596481,0.0337419764630163,4536489,0.184785341356563,678918,1124175,19117000,20013559
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp2-rep2_S11_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp2-rep2_S11_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp2-rep2_S11,splicelib_hek_dox_rbp2,rep2,rep2,splicelib_hek_dox_rbp2-rep2,58147372,53304335,1959624,0.0337009899604749,5827151,0.187555676634068,1184972,1551613,24135733,25241762
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp2-rep3_S12_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp2-rep3_S12_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp2-rep3_S12,splicelib_hek_dox_rbp2,rep3,rep3,splicelib_hek_dox_rbp2-rep3,46583789,42751915,1571038,0.0337249939029219,4587391,0.186481234399737,845036,1274725,19130980,20012355
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp3-rep1_S16_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp3-rep1_S16_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp3-rep1_S16,splicelib_hek_dox_rbp3,rep1,rep1,splicelib_hek_dox_rbp3-rep1,48235349,44052925,1625369,0.033696636050047,4746296,0.186663162788404,966057,1299342,19771521,20680767
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp3-rep2_S17_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp3-rep2_S17_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp3-rep2_S17,splicelib_hek_dox_rbp3,rep2,rep2,splicelib_hek_dox_rbp3-rep2,48483347,44344561,1636483,0.0337535071578288,4733897,0.187368336642761,994513,1320043,19631569,20531295
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp3-rep3_S18_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp3-rep3_S18_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp3-rep3_S18,splicelib_hek_dox_rbp3,rep3,rep3,splicelib_hek_dox_rbp3-rep3,41137608,37666995,1383353,0.0336274534970531,3993366,0.186779540454995,709740,1077333,16627760,17386738
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp4-rep1_S22_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp4-rep1_S22_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp4-rep1_S22,splicelib_hek_dox_rbp4,rep1,rep1,splicelib_hek_dox_rbp4-rep1,41785707,38011345,1413599,0.0338297255566359,3938527,0.187161293722605,553421,990679,16353415,17104964
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp4-rep2_S23_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp4-rep2_S23_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp4-rep2_S23,splicelib_hek_dox_rbp4,rep2,rep2,splicelib_hek_dox_rbp4-rep2,3770933,3422379,128980,0.034203736847088,343927,0.183671060754621,44109,75071,1460926,1528589
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp4-rep3_S24_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp4-rep3_S24_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp4-rep3_S24,splicelib_hek_dox_rbp4,rep3,rep3,splicelib_hek_dox_rbp4-rep3,53098087,48629114,1792341,0.0337552838767995,5163471,0.188149650120215,946734,1382657,21303645,22279955
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp5-rep3_S30_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp5-rep3_S30_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp5-rep3_S30,splicelib_hek_dox_rbp5,rep3,rep3,splicelib_hek_dox_rbp5-rep3,47435623,43456272,1596925,0.0336651001716579,4595738,0.185170002683426,656131,1052662,19352841,20223282
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp6-rep1_S34_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp6-rep1_S34_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp6-rep1_S34,splicelib_hek_dox_rbp6,rep1,rep1,splicelib_hek_dox_rbp6-rep1,45636225,41778370,1539398,0.033731931157759,4372361,0.184980705338516,652125,1128133,18428477,19264488
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp6-rep2_S35_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp6-rep2_S35_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp6-rep2_S35,splicelib_hek_dox_rbp6,rep2,rep2,splicelib_hek_dox_rbp6-rep2,52374959,48032473,1766436,0.0337267280724745,5149624,0.185883892269856,832270,1431657,21575321,22553820
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp6-rep3_S36_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp6-rep3_S36_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp6-rep3_S36,splicelib_hek_dox_rbp6,rep3,rep3,splicelib_hek_dox_rbp6-rep3,49638633,45552641,1670806,0.0336593878401124,4851123,0.185126276503183,911040,1362334,20425797,21353277
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp7-rep1_S40_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp7-rep1_S40_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp7-rep1_S40,splicelib_hek_dox_rbp7,rep1,rep1,splicelib_hek_dox_rbp7-rep1,36464890,33360183,1231989,0.0337856222794036,3863748,0.181127980561787,641411,1039763,16666729,17467843
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp7-rep2_S41_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp7-rep2_S41_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp7-rep2_S41,splicelib_hek_dox_rbp7,rep2,rep2,splicelib_hek_dox_rbp7-rep2,35976487,32789019,1216520,0.0338143076615568,3800128,0.179581208045572,570234,1002640,16562530,17360928
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp7-rep3_S42_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp7-rep3_S42_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp7-rep3_S42,splicelib_hek_dox_rbp7,rep3,rep3,splicelib_hek_dox_rbp7-rep3,40021289,36514690,1352455,0.0337933893133727,4263499,0.182306230153855,692311,1093566,18242465,19122970
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp8-rep1_S46_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp8-rep1_S46_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp8-rep1_S46,splicelib_hek_dox_rbp8,rep1,rep1,splicelib_hek_dox_rbp8-rep1,49816826,45661060,1681284,0.0337493199586822,5013303,0.185842648721572,936706,1374665,21006761,21962760
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp8-rep2_S47_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp8-rep2_S47_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp8-rep2_S47,splicelib_hek_dox_rbp8,rep2,rep2,splicelib_hek_dox_rbp8-rep2,43755142,39973595,1471175,0.0336229053947534,4411446,0.182562805953702,812191,1114076,18895292,19752545
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp8-rep3_S48_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp8-rep3_S48_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp8-rep3_S48,splicelib_hek_dox_rbp8,rep3,rep3,splicelib_hek_dox_rbp8-rep3,69094719,63097933,2323319,0.0336251313215414,6943822,0.184295967376654,1505961,1829291,29396898,30733736
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp9-rep1_S52_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp9-rep1_S52_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp9-rep1_S52,splicelib_hek_dox_rbp9,rep1,rep1,splicelib_hek_dox_rbp9-rep1,53374198,48912815,1803542,0.0337905217798308,4964693,0.183582603265406,734743,1121501,21136203,22078681
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp9-rep2_S53_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp9-rep2_S53_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp9-rep2_S53,splicelib_hek_dox_rbp9,rep2,rep2,splicelib_hek_dox_rbp9-rep2,50335082,46126672,1701236,0.0337982165202393,4644720,0.183113793139746,696104,1039633,19836942,20720491
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_dox_rbp9-rep3_S54_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp9-rep3_S54_umi_dedup_fine_grained_idx.csv,splicelib_hek_dox_rbp9-rep3_S54,splicelib_hek_dox_rbp9,rep3,rep3,splicelib_hek_dox_rbp9-rep3,54984501,50346631,1860379,0.0338346073196154,5093535,0.183809269827339,747159,1169446,21646761,22617445
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp1-rep1_S1_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp1-rep1_S1_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp1-rep1_S1,splicelib_hek_no_dox_rbp1,rep1,rep1,splicelib_hek_no_dox_rbp1-rep1,46345070,42223414,1559310,0.0336456499040782,4663346,0.187707938136408,977161,1427148,19293559,20180281
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp1-rep2_S2_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp1-rep2_S2_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp1-rep2_S2,splicelib_hek_no_dox_rbp1,rep2,rep2,splicelib_hek_no_dox_rbp1-rep2,65338406,59663154,2202937,0.033715805677904,6593600,0.187856706154772,1557645,1943784,27247810,28505493
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp1-rep3_S3_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp1-rep3_S3_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp1-rep3_S3,splicelib_hek_no_dox_rbp1,rep3,rep3,splicelib_hek_no_dox_rbp1-rep3,50520270,46280350,1698751,0.0336251369994658,5059717,0.187265146748584,1082675,1412776,20996086,21959283
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp10-rep1_S55_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp10-rep1_S55_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp10-rep1_S55,splicelib_hek_no_dox_rbp10,rep1,rep1,splicelib_hek_no_dox_rbp10-rep1,51348421,47053908,1727127,0.0336354451873019,4948426,0.185131113584884,807654,1238517,20836236,21780879
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp10-rep2_S56_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp10-rep2_S56_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp10-rep2_S56,splicelib_hek_no_dox_rbp10,rep2,rep2,splicelib_hek_no_dox_rbp10-rep2,46376614,42492919,1559283,0.0336221829390132,4489950,0.186271944967104,823396,1204642,18764738,19614324
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp10-rep3_S57_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp10-rep3_S57_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp10-rep3_S57,splicelib_hek_no_dox_rbp10,rep3,rep3,splicelib_hek_no_dox_rbp10-rep3,37716224,34423432,1272056,0.0337270242111193,3586607,0.185541442560432,566797,864970,15059767,15743883
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp11-rep1_S61_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp11-rep1_S61_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp11-rep1_S61,splicelib_hek_no_dox_rbp11,rep1,rep1,splicelib_hek_no_dox_rbp11-rep1,57967142,53116892,1951637,0.0336679872883849,5585198,0.1862242424493,840803,1374690,23348902,24406590
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp11-rep2_S62_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp11-rep2_S62_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp11-rep2_S62,splicelib_hek_no_dox_rbp11,rep2,rep2,splicelib_hek_no_dox_rbp11-rep2,38492829,35328267,1298982,0.0337460777434675,3577806,0.182817503338849,523876,845865,15300847,15992563
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp11-rep3_S63_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp11-rep3_S63_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp11-rep3_S63,splicelib_hek_no_dox_rbp11,rep3,rep3,splicelib_hek_no_dox_rbp11-rep3,49432899,45279951,1669113,0.033765225867089,4620863,0.186132893722821,713493,1166684,19328025,20204749
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp12-rep1_S67_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp12-rep1_S67_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp12-rep1_S67,splicelib_hek_no_dox_rbp12,rep1,rep1,splicelib_hek_no_dox_rbp12-rep1,71868295,65618447,2415498,0.0336100640762383,7300670,0.193651832007652,930993,1784086,29035015,30399309
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp12-rep2_S68_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp12-rep2_S68_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp12-rep2_S68,splicelib_hek_no_dox_rbp12,rep2,rep2,splicelib_hek_no_dox_rbp12-rep2,45096992,41320580,1523043,0.0337726072727866,4299074,0.186957716711097,658835,1141954,17870166,18695826
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp12-rep3_S69_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp12-rep3_S69_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp12-rep3_S69,splicelib_hek_no_dox_rbp12,rep3,rep3,splicelib_hek_no_dox_rbp12-rep3,47235961,43234250,1591578,0.0336942017544641,4559372,0.187165454678683,715749,1242070,18927394,19800743
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp2-rep1_S7_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp2-rep1_S7_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp2-rep1_S7,splicelib_hek_no_dox_rbp2,rep1,rep1,splicelib_hek_no_dox_rbp2-rep1,53335421,48831733,1793728,0.0336310835532732,5270356,0.187954740845216,866256,1349211,21774589,22770203
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp2-rep2_S8_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp2-rep2_S8_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp2-rep2_S8,splicelib_hek_no_dox_rbp2,rep2,rep2,splicelib_hek_no_dox_rbp2-rep2,74767434,68577160,2518705,0.0336871932772228,7471045,0.188896550167003,1484317,2162603,30667856,32079942
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp2-rep3_S9_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp2-rep3_S9_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp2-rep3_S9,splicelib_hek_no_dox_rbp2,rep3,rep3,splicelib_hek_no_dox_rbp2-rep3,50539333,46314244,1698179,0.0336011359706706,4996506,0.188951560048234,924150,1344533,20509012,21446811
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp3-rep1_S13_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp3-rep1_S13_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp3-rep1_S13,splicelib_hek_no_dox_rbp3,rep1,rep1,splicelib_hek_no_dox_rbp3-rep1,40643451,37159811,1369378,0.0336924637624891,3947895,0.186102769078269,879864,1141947,16514724,17265626
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp3-rep2_S14_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp3-rep2_S14_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp3-rep2_S14,splicelib_hek_no_dox_rbp3,rep2,rep2,splicelib_hek_no_dox_rbp3-rep2,49126377,44868819,1661098,0.0338127519560419,4820578,0.186862418147018,1037096,1344793,20059937,20976894
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp3-rep3_S15_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp3-rep3_S15_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp3-rep3_S15,splicelib_hek_no_dox_rbp3,rep3,rep3,splicelib_hek_no_dox_rbp3-rep3,48768428,44737124,1647132,0.0337745559483689,4645264,0.184048888213751,704348,1175233,19707606,20594030
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp4-rep1_S19_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp4-rep1_S19_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp4-rep1_S19,splicelib_hek_no_dox_rbp4,rep1,rep1,splicelib_hek_no_dox_rbp4-rep1,44363542,40606703,1493351,0.0336616720098679,4371062,0.187805821932272,779114,1165490,18072375,18903307
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp4-rep2_S20_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp4-rep2_S20_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp4-rep2_S20,splicelib_hek_no_dox_rbp4,rep2,rep2,splicelib_hek_no_dox_rbp4-rep2,48843528,44687419,1653660,0.0338562767210428,4701890,0.188303846858855,682286,1325159,19373071,20267807
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp4-rep3_S21_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp4-rep3_S21_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp4-rep3_S21,splicelib_hek_no_dox_rbp4,rep3,rep3,splicelib_hek_no_dox_rbp4-rep3,46593030,42623248,1569867,0.0336931725625056,4564353,0.188136542437317,850326,1267743,18827932,19696500
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp5-rep1_S25_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp5-rep1_S25_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp5-rep1_S25,splicelib_hek_no_dox_rbp5,rep1,rep1,splicelib_hek_no_dox_rbp5-rep1,51239250,46984678,1728959,0.0337428631371458,4834873,0.182933134991022,602253,1104565,20663732,21594855
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp5-rep2_S26_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp5-rep2_S26_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp5-rep2_S26,splicelib_hek_no_dox_rbp5,rep2,rep2,splicelib_hek_no_dox_rbp5-rep2,1309471,1192341,43049,0.0328751075816112,122947,0.186274584072566,24625,29187,511643,537084
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp5-rep3_S27_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp5-rep3_S27_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp5-rep3_S27,splicelib_hek_no_dox_rbp5,rep3,rep3,splicelib_hek_no_dox_rbp5-rep3,44485300,40630019,1504414,0.0338182275942839,4183142,0.182991189774189,618317,1007903,17874419,18676658
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp6-rep1_S31_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp6-rep1_S31_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp6-rep1_S31,splicelib_hek_no_dox_rbp6,rep1,rep1,splicelib_hek_no_dox_rbp6-rep1,53946919,49373752,1811288,0.0335753743415819,5352873,0.187507664859771,923439,1504477,22177711,23194616
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp6-rep2_S32_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp6-rep2_S32_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp6-rep2_S32,splicelib_hek_no_dox_rbp6,rep2,rep2,splicelib_hek_no_dox_rbp6-rep2,55039759,50430883,1857526,0.033748803296904,5282729,0.184782397683522,712515,1364144,22292820,23306190
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp6-rep3_S33_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp6-rep3_S33_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp6-rep3_S33,splicelib_hek_no_dox_rbp6,rep3,rep3,splicelib_hek_no_dox_rbp6-rep3,57943479,53004641,1960145,0.0338285693891456,5538710,0.185590114816901,820549,1464197,23244292,24305067
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp7-rep1_S37_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp7-rep1_S37_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp7-rep1_S37,splicelib_hek_no_dox_rbp7,rep1,rep1,splicelib_hek_no_dox_rbp7-rep1,59137473,54142858,1989521,0.0336423066301801,5711345,0.185449867350148,894614,1385019,23995574,25085900
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp7-rep2_S38_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp7-rep2_S38_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp7-rep2_S38,splicelib_hek_no_dox_rbp7,rep2,rep2,splicelib_hek_no_dox_rbp7-rep2,47753789,43642483,1614509,0.0338090240336741,4513037,0.184334513138066,693973,1120453,19102694,19969828
U:/processed_data/reprocess_250221/nova241106/splicelib_hek_no_dox_rbp7-rep3_S39_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp7-rep3_S39_umi_dedup_fine_grained_idx.csv,splicelib_hek_no_dox_rbp7-rep3_S39,splicelib_hek_no_dox_rbp7,rep3,rep3,splicelib_hek_no_dox_rbp7-rep3,38708926,35448119,1307340,0.0337736056019741,3627381,0.183897829047228,557363,886530,15399001,16097599
